20	username	Имя пользователя
21	password	Пароль
22	login	Login
23	copyright	Copyright &copy; 2007 CalemEAM Inc. All rights reserved.
24	login_err	Пожалуйста, введите имя пользователя и пароль для входа в систему.
25	calemeam_title	CalemEAM — CMMS/EAM с открытым исходным кодом
26	login_reqd	Единственное разрешенное действие — вход в систему. Действие отменено.
27	splash_wait_text	Загрузка...
28	language	Язык
30	installation_not_deleted	Каталог <b>installation</b> не удалился. Это вопрос безопасности. Перед использованием CalemEAM необходимо удалить каталог <b>installation</b>.
32	exit_calemeam	CalemEAM выведет вас из системы после подтверждения. Выберите «Отмена», чтобы продолжить использование CalemEAM.
37	SF_InvalidLogin	Ошибка входа. Пожалуйста, проверьте свое имя пользователя/пароль и повторите попытку.
38	SF_NoActiveSession	Ваша сессия больше не действительна на сервере. Вы выйдете из системы.
39	SF_Unknown	На сервере произошла ошибка. Пожалуйста, свяжитесь с вашим системным администратором.
42	modCalemWo	Порядок работы
43	modCalemAsset	Актив
44	modCalemPm	PM
45	modCalemIn	Инвентарь
46	modCalemPo	Покупка
47	modCalemAdmin	Админ
48	modCalemBudget	Бюджет
49	modCalemHome	Дом
50	modCalemDoc	Документ
51	modCalemSched	Расписание
52	modCalemRcm	ТО
53	modCalemInspection	Инспекция
54	modCalemContact	Контакт
55	modCalemContract	Договор
56	modCalemVendor	Продавец
57	modCalemProject	Проект
58	modCalemTraining	Обучение
59	modCalemReq	Реквизиция
60	modCalemDash	Панель приборов
62	txtCalemMore	Более
65	tab_close	Закрыть
68	button_select	Выбрать
69	button_close	Закрыть
72	form_close_title	Закрыть форму
73	form_close_prompt	Изменения будут потеряны при закрытии формы. Нажмите Да, чтобы закрыть форму.
74	form_delete_title	Удалить данные
75	form_delete_prompt	Выбранные данные будут удалены без возможности восстановления. Нажмите Да, чтобы удалить данные.
76	form_save_title	Сохранить данные
77	form_save_conflict	Запись была обновлена другими. Ваши изменения не были применены. Запись обновлена.
78	form_save_deleted	Запись, которую вы изменили, не найдена на сервере. Возможно, оно было удалено другими.
79	form_new_title	Создать данные
81	delete_dependency_no_del	Данные невозможно удалить. На них ссылается {0} ({1}).
84	soap_busy	Обращение к серверу...
87	error_key_duplication	Ключевые поля {0} дублируются. Пожалуйста, исправьте поля и повторите попытку.
88	error_native_label	Собственная ошибка: {0}
89	error_default	Произошла неизвестная ошибка при внесении изменений данных на сервер. Пожалуйста, свяжитесь с вашим системным администратором.
90	error_server	Ошибка сервера
91	error_data_not_found	Не удалось найти данные по запросу.
94	menu_form	Форма
95	menu_procedure	Процедура
96	menu_report	Отчет
97	menu_configuration	Настройки
100	menu_new	Новый
101	menu_open	Открыть
102	menu_edit	Редактировать
103	menu_save	Сохранить
104	menu_cancel	Отмена
105	menu_delete	Удалить
106	menu_print	Распечатать
107	menu_print_customize	Настроить
108	menu_prev	Предыдущий
109	menu_next	Следующий
110	menu_select	Выбрать
111	menu_customize	Настроить
112	menu_customize_reset	Перезагрузить
113	menu_search	Поиск
114	menu_search_clear	Очистить поиск
115	menu_refresh	Обновить
116	menu_apply	Применить
117	menu_apply_save	Применить и сохранить
118	menu_export_excel	Экспорт
121	menu_logout	Выход
122	menu_help	Помощь
125	USD	Доллар США
126	CAD	Канадский доллар
127	MXN	Мексиканское песо
130	form_error	В форме есть ошибки. Пожалуйста, исправьте ошибки и повторите попытку.
131	lookup_invalid	Значение поля для поиска недопустимо.
132	field_invalid	Значение поля недействительно.
135	at_time	В
138	schedule_weekly	Еженедельно
139	schedule_weeks	Каждую неделю
140	schedule_months	Каждый месяц
141	schedule_days	Каждый день
142	schedule_on	Вкл
144	dow_short_mon	Пн
145	dow_short_tue	Вт
146	dow_short_wed	Ср
147	dow_short_thu	Чт
148	dow_short_fri	Пт
149	dow_short_sat	Сб
150	dow_short_sun	Вс
152	dow_long_mon	Понедельник
153	dow_long_tue	Вторник
154	dow_long_wed	Среда
155	dow_long_thu	Четверг
156	dow_long_fri	Пятница
157	dow_long_sat	Суббота
158	dow_long_sun	Воскресенье
160	schedule_w1	Первый
161	schedule_w2	Второй
162	schedule_w3	Третий
163	schedule_w4	Четвертый
164	schedule_wl	Последний
166	schedule_start	Начать с
167	schedule_until	До
168	schedule_start_time	Время начала
169	schedule_repeat	Повторить
170	schedule_every	Каждый
171	schedule_minutes	минуты
172	schedule_hours	часы
174	schedule_weekly_text	Каждую неделю в {0}
175	schedule_weeks_text	Каждые {0} недель в {1}
176	schedule_months_text	Каждые {0} месяцев в {1} {2}
177	schedule_days_text	Каждые {0} дней
179	schedule_dates_from	от {0}
180	schedule_dates_till	до {0}
181	schedule_dates_from_till	с {0} по {1}
183	schedule_time_start	Начать с {0}
184	schedule_time_start_end	Начало с {0} по {1}
185	schedule_time_minutes	каждые {0} минут
186	schedule_time_hours	каждые {0} часов
187	schedule_time_full	{0}, {1}
191	form_design	Дизайн формы
192	form_error_row	(строка сообщения об ошибке)
193	row	(Строка)
194	separator	(Разделитель)
195	col	(Клетка)
196	blank_row	Строка
197	toolbar	Панель инструментов
198	table_extension	Настраиваемые поля
199	caption	Подпись
200	save_to	Сохранить в:
201	grid_design	Дизайн сетки
203	CALEM_OOB	(CalemEAM)
204	CUSTOM_SYSTEM	(Пользовательская система)
206	last_visible_grid_field	Невозможно удалить последнее поле сетки.
207	done	Готово
209	CUSTOMIZE_TAB	Настроить
211	form_tab	Вкладка «Форма»
212	form	Форма
214	fixed	(Исправлено)
215	scheduler_job_list	Список заданий
218	search_select	Выберите поиск
219	my_search	Мой поиск:
220	shared_search	Общий поиск:
221	no_saved_search	(Нет сохраненного поиска)
222	save_search	Сохранить поиск:
223	save_search_field	Сохранить поиск (поле)
224	search_as	Как:
226	search_mine	Мой поиск
227	search_group	Доступно моей группе
228	search_system	Доступно всем
230	no_selection	(Не выбрано)
231	search_not_valid	Поиск недействителен. Пожалуйста, исправьте ошибки.
236	id	Id
241	welcome_no_time	Добро пожаловать, {0}
242	welcome_with_time	Добро пожаловать, {0}. Ваше местное время: {1}.
244	datetime_not_valid	Дата и время недействительны.
246	boolean_true	Проверено
247	boolean_false	Не проверено
249	new_no_parent	Данные не могут быть созданы без действительной родительской записи. Сначала создайте родительскую запись.
251	data_refresh	Обновить данные
256	admin_codes	Коды
257	admin_scheduler	Планировщик
258	admin_upgrade	Обновление
260	tab_scheduler_job_main	Основной
261	tab_scheduler_job_log	Задание выполняется
263	data_design	Дизайн данных
264	table_design	Дизайн таблицы
265	dropdown_design	Выпадающий дизайн
266	my_account	Мой account
267	group_acl_design	Групповой дизайн
269	module_design	Модульный дизайн
270	module_list_customize	Доступные модули
271	module_customize	Модульный дизайн
273	table_customize	Настроить таблицу
274	dropdown_customize	Настроить раскрывающийся список
276	menu_node	Узел меню
277	menu_item	Пункт меню
279	drop_for_design	Дизайн выпадающих пунктов
280	default_menu	Пункт меню по умолчанию
281	module_layout	Компоновка модуля
283	field_add	Добавить поле
284	field_delete	Удалить поле
285	field_name_change	Изменить имя
286	field_type_change	Тип изменения
288	dropdown_add	Добавить раскрывающийся список
289	dropdown_edit	Изменить раскрывающийся список
290	dropdown_delete	Удалить раскрывающийся список
292	field_name_invalid	Имя поля недействительно. Оно должно состоять из букв, цифр, символов подчеркивания и иметь длину до 30 символов.
293	field_length_invalid	Длина поля необходима для типа Varchar. Длина должна быть от 1 до 4000.
294	field_name_duplicate	Имя поля использовалось в этой таблице. Используйте другое имя.
296	field_delete_title	Удалить поле
297	field_delete_prompt	Настраиваемое поле и его данные будут удалены без возможности восстановления. Нажмите Да, чтобы удалить его.
299	dropdown_delete_title	Удалить раскрывающийся список
300	dropdown_delete_prompt	Запись раскрывающегося списка будет удалена навсегда. Нажмите Да, чтобы удалить его.
302	communication	Коммуникация
303	address	Адрес
304	access_rights	Права доступа
305	purchase	Покупка
306	job	Работа
307	last_changes	Последние изменения
308	retype	Перепечатайте
309	retype_back	(перепечатать)
310	retype_error	Пароль и повторный ввод не совпадают
312	label_edit	Изменить ярлык
315	search_admin	Поиск администратора
316	search_admin_none	Нет администратора
317	search_admin_group	Администратор группы
318	search_admin_system	Системный администратор
321	dept	Отделение
322	manager_id	Менеджер
325	acl_group	Группа
326	parent_group_id	Родительская группа
328	child_group_not_empty	Для этой группы есть дочерние группы. Эту группу невозможно удалить.
329	group_users_not_empty	В этой группе есть пользователи. Эту группу невозможно удалить.
330	built_in_group_no_deletion	Это встроенная группа, удалить ее невозможно.
333	im_type	IM
334	im_yahoo	Yahoo
335	im_skype	Skype
336	im_msn	MSN
337	im_aol	AOL
340	job_role	Должность
341	eam_staff	Сотрудники ЕАМ
343	job_eam_tech	ЕАМ - Техник
344	job_eam_supervisor	ЕАМ – Супервайзер
345	job_eam_plannner	ЕАМ – Планировщик
346	job_eam_support	ЕАМ – Поддержка
347	job_operations	Операции
348	job_other	Другой
351	locale	Языковой стандарт
354	team	Команда
355	lead_id	Проведение
358	users	Пользователи
359	user	Пользователь
360	emp_no	Работник №.
361	login_allowed	Вход разрешен?
362	full_name	Полное имя
363	job_title	Должность
364	supervisor_id	Руководитель
365	phone_work	Рабочий телефон
366	phone_home	Домашний телефон
367	phone_mobile	Мобильный телефон
368	email_work	Рабочая электронная почта
369	email_other	Другой адрес электронной почты
370	im1_id	IM Id
371	im2_id	IM Id
372	fax	Факс
373	company	Компания
374	street1	Улица
375	street2	Улица # 2
376	city	Город
377	state	Штат
378	zip	Почтовый индекс
379	country	Страна
382	scheduler_task	Задания
383	task	Задача
384	scheduler_task_note	Примечание
385	class_name	Класс
386	class_path	Путь к классу
389	scheduler_job	Задания
390	scheduler_job_note	Примечание
391	is_active	Активный
392	start_seq	Seq
393	release_time	Время выпуска
394	release_day	Дни выпуска
395	time_due	Срок выполнения
398	scheduler_job_log	Запуск задания
399	scheduler_time_taken	Затраченное время
400	results	Результат
403	semaphore	Семафор
404	expire_time	Время истечения
407	user_type	Тип пользователя
408	ut_maint_staff	Обслуживающий персонал
409	ut_other_staff	Другой персонал
410	ut_contractor	Подрядчик
411	ut_customer	Клиент
412	ut_partner	Партнер
413	ut_other	Другой
416	user_status	Состояние
417	us_active	Активный
418	us_transferred	Переведено
419	us_departed	Ушел
